module_id,dir,topic_name,first_seen,last_seen,rows
14,out,trajectory_setpoint,1771685122628000,1771685323724000,10056
14,out,vehicle_constraints,1771685122628000,1771685323724000,10056
160,out,ekf2_timestamps,1771685122640000,1771685323732000,50274
160,out,estimator_event_flags,1771685122492000,1771685323492000,202
160,out,estimator_gps_status,1771685122612000,1771685323692000,3868
160,out,estimator_innovation_test_ratios,1771685122636000,1771685323732000,25138
160,out,estimator_innovation_variances,1771685122636000,1771685323732000,25138
160,out,estimator_innovations,1771685122636000,1771685323732000,25138
160,out,estimator_sensor_bias,1771685121788000,1771685323732000,233
160,out,estimator_states,1771685122636000,1771685323732000,25138
160,out,estimator_status,1771685122636000,1771685323732000,25138
160,out,estimator_status_flags,1771685121916000,1771685322916000,207
160,out,vehicle_attitude,1771685122640000,1771685323732000,50274
160,out,vehicle_global_position,1771685122636000,1771685323732000,25138
160,out,vehicle_local_position,1771685122636000,1771685323732000,25138
160,out,vehicle_odometry,1771685122636000,1771685323732000,25138
160,out,yaw_estimator_status,1771685122636000,1771685323732000,25138
163,out,hover_thrust_estimate,1771685128172000,1771685320732000,24071
24,out,battery_status,1771685122640000,1771685323732000,20110
25,in,topic_20,1771685142552000,1771685142552000,1
25,out,esc_status,1771685122636000,1771685323728000,50274
25,out,sensor_accel,1771685122612000,1771685323704000,50274
25,out,sensor_accel_fifo,1771685122640000,1771685323732000,50274
25,out,sensor_baro,1771685122628000,1771685323720000,100548
25,out,sensor_gps,1771685122620000,1771685323704000,3868
25,out,sensor_gyro,1771685122612000,1771685323704000,50274
25,out,sensor_gyro_fifo,1771685122628000,1771685323720000,50274
25,out,sensor_mag,1771685122628000,1771685323720000,50274
25,out,vehicle_angular_velocity_groundtruth,1771685122640000,1771685323728000,25137
25,out,vehicle_attitude_groundtruth,1771685122640000,1771685323728000,25137
25,out,vehicle_global_position_groundtruth,1771685122640000,1771685323728000,25137
25,out,vehicle_local_position_groundtruth,1771685122640000,1771685323728000,25137
27,out,actuator_motors,1771685122640000,1771685323732000,50253
27,out,control_allocator_status,1771685122640000,1771685323728000,25137
39,out,actuator_controls_status_0,1771685122268000,1771685323268000,403
39,out,rate_ctrl_status,1771685122640000,1771685323732000,50274
39,out,vehicle_thrust_setpoint,1771685122640000,1771685323732000,50274
39,out,vehicle_torque_setpoint,1771685122640000,1771685323732000,50274
52,out,takeoff_status,1771685122644000,1771685323604000,722
52,out,vehicle_attitude_setpoint,1771685122636000,1771685323732000,25138
52,out,vehicle_local_position_setpoint,1771685122636000,1771685323732000,25138
53,in,topic_129,1771685239896000,1771685239896000,1
53,out,vehicle_rates_setpoint,1771685122640000,1771685323732000,50257
58,in,topic_129,1771685135828000,1771685276844000,7
58,in,topic_14,1771685136668000,1771685319124000,7
58,in,topic_22,1771685181404000,1771685181404000,1
58,in,topic_250,1771685172988000,1771685245524000,2
60,in,topic_129,1771685138652000,1771685305404000,10
60,in,topic_20,1771685221420000,1771685221420000,1
60,in,topic_22,1771685144652000,1771685318124000,7
60,in,topic_250,1771685133004000,1771685310188000,10
60,in,topic_3,1771685125812000,1771685246988000,4
60,in,topic_33,1771685178908000,1771685258508000,4
60,in,topic_6,1771685144948000,1771685256756000,5
60,out,vehicle_land_detected,1771685121748000,1771685323724000,208
7,out,system_power,1771685122640000,1771685323732000,20110
71,out,actuator_outputs,1771685122640000,1771685323732000,50216
71,out,actuator_outputs_sim,1771685122640000,1771685323732000,50233
73,out,tune_control,1771685125648000,1771685125648000,1
93,in,topic_1,1771685213608000,1771685213608000,1
93,out,actuator_armed,1771685122636000,1771685323240000,405
93,out,config_overrides,1771685122612000,1771685323732000,16767
93,out,failsafe_flags,1771685122432000,1771685323600000,374
93,out,failure_detector_status,1771685122636000,1771685323240000,406
93,out,health_report,1771685120920000,1771685122996000,2
93,out,home_position,1771685128696000,1771685128696000,1
93,out,led_control,1771685120920000,1771685323444000,19
93,out,tune_control,1771685121628000,1771685323240000,6
93,out,vehicle_command_ack,1771685122636000,1771685226700000,4
93,out,vehicle_control_mode,1771685122636000,1771685323240000,405
93,out,vehicle_status,1771685122636000,1771685323240000,405
96,in,topic_22,1771685314724000,1771685314724000,1
96,out,dataman_request,1771685122672000,1771685322736000,4
96,out,distance_sensor_mode_change_request,1771685268604000,1771685320772000,2
96,out,geofence_result,1771685122580000,1771685323692000,819
96,out,mission,1771685171212000,1771685171212000,1
96,out,mission_result,1771685121624000,1771685226660000,5
96,out,mode_completed,1771685116772000,1771685320772000,2
96,out,navigator_mission_item,1771685122672000,1771685320772000,8
96,out,navigator_status,1771685122636000,1771685323240000,401
96,out,position_setpoint_triplet,1771685122636000,1771685323692000,30
96,out,rtl_status,1771685120920000,1771685226712000,54
96,out,rtl_time_estimate,1771685120920000,1771685322540000,101
96,out,vehicle_command,1771685171212000,1771685320772000,10
